6.710000,15.433000,-963.129028
7.930000,17.812000,-958.127014
8.357000,17.629000,-960.262024
6.466000,18.544001,-963.067993
6.222000,15.860000,-959.408020
6.283000,16.653000,-962.335999
5.368000,16.714001,-955.992004
7.564000,17.507000,-961.969971
7.991000,16.896999,-959.835022
6.710000,17.568001,-960.689026
7.381000,16.104000,-965.020020
9.638000,17.445999,-958.737000
7.381000,17.018999,-962.702026
7.930000,17.812000,-963.799988
6.710000,14.884000,-959.224976
7.991000,16.226000,-961.604004
7.808000,18.177999,-962.091980
7.991000,16.653000,-962.396973
7.198000,17.385000,-959.835022
8.479000,16.775000,-961.359985
7.564000,17.141001,-962.031006
7.625000,17.750999,-963.190002
8.113000,17.629000,-959.224976
8.967000,16.896999,-962.091980
8.174000,17.202000,-960.750000
8.601000,16.409000,-960.627991
6.283000,16.531000,-958.919983
7.747000,19.702999,-961.969971
8.845000,18.849001,-961.908997
6.649000,19.215000,-956.479980
8.540000,13.298000,-1039.073975
5.246000,22.691999,-902.434021
6.649000,11.773000,-994.604980
5.856000,24.156000,-924.088989
13.420000,13.603000,-989.664001
7.259000,16.836000,-954.650024
-2.074000,13.969000,-966.971985
14.518000,16.591999,-958.919983
9.333000,17.568001,-960.383972
9.577000,17.995001,-955.138000
8.601000,14.274000,-968.008972
6.161000,16.836000,-961.726013
6.161000,15.128000,-959.286011
7.198000,16.653000,-966.544983
4.941000,15.799000,-958.737000
5.490000,16.409000,-959.835022
7.320000,17.750999,-962.213989
6.405000,17.080000,-961.908997
6.283000,16.469999,-957.638977
6.344000,17.323999,-961.848022
6.649000,17.202000,-962.396973
6.832000,16.714001,-960.322998
7.137000,15.189000,-958.919983
7.015000,17.812000,-961.848022
5.368000,14.762000,-959.835022
4.880000,17.080000,-962.823975
6.710000,18.056000,-959.651978
4.575000,16.348000,-964.653992
8.906000,16.896999,-960.810974
5.002000,18.726999,-959.164001
3.416000,16.653000,-963.677979
6.893000,16.896999,-961.421021
9.150000,16.287001,-963.250977
8.174000,17.202000,-959.835022
4.514000,15.616000,-962.091980
4.880000,16.531000,-962.885010
5.368000,16.591999,-960.750000
