8.662000,11.346000,998.325989
0.854000,9.699000,996.312988
1.098000,10.980000,999.729004
1.952000,10.004000,996.801025
1.952000,10.187000,998.447998
1.098000,8.357000,996.862000
0.427000,10.431000,998.875000
1.769000,11.468000,996.252014
0.854000,26.047001,997.716003
2.867000,36.844002,997.716003
5.368000,10.858000,998.814026
2.074000,9.943000,996.374023
1.220000,12.383000,997.411011
1.525000,11.041000,997.228027
1.403000,10.248000,999.179993
0.915000,10.309000,995.580994
0.000000,10.492000,999.729004
1.769000,8.052000,997.228027
2.074000,11.468000,998.570007
-13.908000,10.126000,998.081970
-0.610000,9.333000,996.862000
14.396000,10.675000,995.520020
0.366000,10.492000,999.302002
1.464000,11.651000,995.093018
1.403000,10.492000,996.495972
14.091000,7.320000,997.349976
0.610000,8.967000,1000.216980
0.183000,10.553000,998.447998
1.769000,8.784000,997.898987
0.732000,10.126000,996.557007
1.220000,10.065000,996.068970
-15.494000,11.773000,996.190979
-0.488000,10.736000,998.203979
-14.884000,11.346000,993.323975
15.067000,8.906000,1001.437012
-14.945000,8.906000,994.421997
15.006000,8.967000,998.875000
1.891000,8.479000,997.898987
-2.257000,9.699000,996.557007
14.396000,11.224000,995.093018
0.793000,13.298000,995.153992
0.915000,11.163000,996.801025
0.244000,11.773000,997.044983
0.122000,9.150000,998.143005
-0.061000,9.028000,996.801025
-1.342000,7.137000,996.922974
-1.769000,7.991000,995.763977
-0.183000,8.662000,996.679016
-0.549000,41.174999,998.203979
36.355999,111.813004,990.578979
16.653000,112.179001,993.323975
48.312000,110.776001,996.862000
-14.213000,14.396000,997.655029
-0.488000,9.760000,997.044983
-14.701000,13.176000,999.119019
13.908000,6.588000,995.031982
-13.969000,5.917000,997.289001
15.189000,10.248000,997.349976
3.599000,8.723000,996.922974
0.366000,11.773000,997.106018
1.159000,9.028000,996.862000
0.427000,9.699000,995.642029
-14.030000,11.285000,996.984009
-0.915000,11.712000,998.997009
-1.403000,13.176000,996.679016
15.311000,10.309000,995.398010
-12.871000,7.381000,998.935974
-0.122000,9.028000,997.106018
-0.549000,9.272000,999.484985
0.915000,9.394000,996.801025
2.257000,10.248000,997.716003
-1.037000,10.065000,998.692017
-0.183000,9.821000,997.655029
13.481000,9.516000,997.044983
0.854000,9.821000,997.349976
0.488000,11.346000,996.252014
-15.067000,8.845000,996.007996
13.359000,10.370000,998.814026
0.854000,12.261000,996.068970
14.518000,11.407000,995.947021
-15.616000,9.272000,996.312988
-0.854000,9.577000,996.922974
15.311000,9.394000,998.508972
-15.616000,10.065000,996.007996
-0.244000,8.601000,996.312988
-0.183000,8.967000,997.593994
14.945000,11.956000,998.325989
0.122000,9.882000,997.166992
-14.518000,9.028000,997.593994
14.640000,8.662000,996.617981
-15.128000,9.943000,998.447998
-0.305000,9.943000,997.228027
-15.128000,8.723000,997.228027
-1.281000,10.980000,997.533020
-0.915000,11.529000,995.276001
-15.067000,11.407000,994.666016
14.884000,11.102000,996.984009
-15.006000,11.041000,996.130005
-1.525000,11.346000,996.739990
14.457000,11.041000,996.495972
-15.494000,10.858000,997.349976
13.969000,10.004000,997.349976
-15.311000,7.686000,997.228027
14.701000,9.394000,997.044983
0.366000,12.444000,996.557007
-14.823000,11.346000,996.495972
-0.793000,9.699000,997.533020
14.701000,9.150000,996.007996
-14.457000,9.333000,998.203979
15.433000,12.322000,996.130005
-15.128000,10.248000,996.495972
-0.183000,9.455000,997.898987
-15.250000,10.004000,997.776978
-0.305000,9.333000,996.801025
-1.098000,8.662000,996.190979
-0.671000,11.590000,996.434998
14.884000,11.163000,996.922974
0.000000,11.712000,995.336975
0.000000,11.224000,997.533020
-15.555000,9.882000,996.557007
15.372000,11.651000,998.935974
0.305000,10.980000,994.848999
-13.969000,9.211000,997.898987
-0.305000,9.150000,996.739990
15.372000,12.322000,998.143005
0.854000,10.126000,997.960022
0.610000,11.041000,996.801025
-14.274000,10.736000,996.374023
13.908000,9.333000,994.909973
3.050000,10.797000,998.570007
2.135000,11.407000,997.716003
-14.274000,9.333000,997.411011
-0.915000,9.394000,998.997009
-14.152000,9.760000,995.031982
-1.281000,9.882000,995.398010
15.067000,11.468000,997.228027
0.549000,10.858000,996.739990
14.823000,11.163000,995.093018
-15.616000,9.150000,998.203979
14.884000,9.333000,996.252014
-15.494000,10.492000,998.814026
15.067000,10.797000,996.312988
0.793000,11.895000,997.166992
0.427000,11.773000,998.325989
0.183000,10.919000,997.166992
1.159000,10.797000,996.617981
1.403000,9.882000,994.421997
0.793000,8.784000,996.862000
1.098000,9.760000,996.679016
15.433000,9.943000,996.495972
-12.932000,12.078000,997.471985
-0.122000,11.102000,998.203979
0.671000,12.261000,996.130005
0.366000,9.943000,998.203979
0.854000,13.054000,997.228027
2.196000,11.224000,995.703003
0.122000,10.736000,997.716003
0.488000,10.675000,996.984009
1.769000,11.712000,997.898987
13.542000,12.444000,995.703003
-15.372000,9.150000,996.984009
14.823000,10.370000,995.885986
0.122000,9.943000,996.557007
0.976000,11.041000,998.570007
-0.549000,10.492000,995.398010
-15.616000,8.479000,995.458984
-1.708000,9.211000,996.557007
-0.671000,9.333000,996.495972
15.372000,10.126000,997.166992
-15.494000,11.529000,997.960022
-1.464000,9.882000,996.007996
14.823000,10.370000,997.776978
-15.433000,8.967000,996.130005
-1.464000,9.516000,997.106018
-0.244000,9.699000,996.679016
-0.793000,10.797000,994.299988
-15.372000,11.041000,996.862000
-2.013000,9.638000,997.289001
-0.305000,8.601000,996.679016
0.671000,9.028000,998.143005
14.945000,10.614000,996.252014
0.671000,11.529000,996.130005
0.000000,10.187000,997.838013
0.732000,9.821000,998.447998
-14.579000,7.869000,998.935974
15.067000,8.662000,994.971008
0.061000,7.320000,996.557007
14.823000,11.956000,998.325989
1.342000,10.980000,996.374023
-0.366000,10.065000,997.289001
15.494000,12.383000,996.617981
0.122000,10.675000,995.703003
-14.640000,9.760000,996.801025

