-1043.282959,-16.287001,9.272000
-1044.136963,-14.518000,8.540000
-1032.058960,-16.469999,11.346000
-1044.442017,-17.690001,11.163000
-1045.052002,-17.812000,9.028000
-1044.076050,-15.067000,7.259000
-1043.832031,-15.616000,10.309000
-1045.906006,-16.104000,9.333000
-1043.953979,-17.812000,10.248000
-1043.953979,-16.714001,8.540000
-1043.892944,-14.762000,11.041000
-1044.136963,-16.104000,9.638000
-1043.588013,-17.202000,9.821000
-1043.526978,-16.836000,10.492000
-1045.113037,-17.934000,10.492000
-1045.357056,-15.982000,8.967000
-1043.161011,-16.531000,9.028000
-1044.076050,-14.884000,10.370000
-1042.551025,-17.323999,9.272000
-1044.380981,-16.714001,10.553000
-1044.380981,-17.568001,8.662000
-1043.953979,-17.750999,9.272000
-1045.296021,-17.507000,9.577000
-1043.832031,-15.860000,7.808000
-1044.259033,-15.372000,11.773000
-1043.953979,-17.263000,9.577000
-1042.916992,-16.775000,10.919000
-1043.709961,-17.202000,9.699000
-1045.296021,-15.311000,9.821000
-1045.417969,-15.616000,9.516000
-1041.818970,-16.165001,9.150000
-1043.465942,-17.080000,9.028000
-1058.899048,-15.860000,9.211000
-1030.961060,-16.469999,8.662000
-1044.503052,-16.775000,11.041000
-1043.405029,-18.544001,12.932000
-1044.380981,-16.226000,10.004000
-1045.234985,-15.799000,12.261000
-1044.563965,-15.616000,8.845000
-1045.113037,-16.653000,10.248000
-1043.465942,-17.202000,11.285000
-1043.588013,-16.226000,9.028000
-1045.479004,-16.104000,10.553000
-1045.234985,-15.860000,9.028000
-1043.038940,-16.042999,10.431000
-1042.672974,-15.982000,8.113000
-1044.807983,-15.738000,9.394000
-1043.222046,-15.494000,10.248000
-1043.099976,-15.738000,8.784000
-1044.197998,-15.311000,10.187000
-1042.185059,-17.385000,8.540000
-1030.777954,-14.945000,10.614000
-1044.990967,-14.884000,8.113000
-1045.234985,-16.165001,10.919000
-1044.319946,-16.653000,11.163000
-1044.015015,-15.982000,9.638000
-1041.880005,-17.872999,10.431000
-1045.479004,-17.323999,11.102000
-1044.869019,-16.653000,8.357000
-1044.563965,-14.579000,7.442000
-1044.746948,-17.872999,11.712000
-1042.978027,-18.361000,11.102000
-1046.150024,-14.457000,20.434999
-1043.588013,-16.653000,10.736000
-1043.770996,-13.054000,10.492000
